       2.117,   -2.767e+01,   -6.166e+01
       4.234,   -2.422e+01,   -1.934e+01
       6.351,   -7.895e+00,    2.729e+00
       8.467,    3.452e+00,    4.687e+00
      10.584,    1.795e-01,    5.615e+00
      12.701,   -3.814e+00,    5.850e+00
      14.818,   -2.759e+00,    2.071e+00
      16.935,   -1.524e+00,    1.719e-01
      19.052,   -8.930e-01,   -5.001e-02
      21.169,   -7.752e-01,   -3.411e-02
      23.286,   -1.236e+00,    5.043e-01
      25.402,   -8.786e-01,    3.318e-01
      27.519,    2.066e-03,   -2.540e-01
      29.636,    1.882e-01,   -1.377e-01
      31.753,    6.575e-02,    1.643e-01
      33.870,    8.279e-02,    5.147e-02
      35.987,    4.055e-03,   -2.147e-01
      38.104,   -1.030e-01,   -2.829e-01
      40.220,   -7.091e-02,   -1.545e-01
      42.337,    6.185e-02,   -4.216e-02
      44.454,    1.319e-01,    9.618e-03
      46.571,    5.277e-02,    3.472e-02
      48.688,   -8.004e-02,    3.993e-02
      50.805,   -8.636e-02,    3.743e-02
      52.922,   -1.467e-02,   -5.409e-03
      55.039,    3.141e-03,   -3.671e-02
      57.155,    1.187e-02,   -2.375e-02
      59.272,   -9.922e-03,   -3.598e-02
      61.389,   -4.799e-02,   -4.598e-02
      63.506,   -2.543e-02,   -3.299e-02
      65.623,    8.655e-03,   -4.287e-02
      67.740,    2.811e-02,   -3.647e-02
      69.857,    3.257e-02,    5.773e-03
      71.973,    4.526e-03,    2.552e-02
      74.090,   -4.258e-03,    1.601e-02
      76.207,    1.591e-02,    9.847e-03
      78.324,    3.250e-02,    2.320e-03
      80.441,    2.780e-02,   -7.649e-03
      82.558,    1.114e-02,   -8.700e-03
      84.675,    1.398e-02,   -1.684e-03
      86.792,    2.010e-02,    8.322e-03
      88.908,    1.002e-02,    2.003e-03
      91.025,   -1.015e-03,   -2.070e-02
      93.142,   -4.416e-03,   -2.362e-02
      95.259,   -2.032e-03,   -8.620e-03
      97.376,    2.144e-03,   -3.336e-04
      99.493,    4.217e-03,    3.188e-03
     101.610,    2.363e-03,    4.826e-03
     103.726,   -7.434e-04,    6.066e-03
     105.843,   -9.114e-04,    1.833e-03
     107.960,   -5.103e-03,   -2.901e-03
     110.077,   -1.213e-02,   -2.886e-03
     112.194,   -9.133e-03,   -2.299e-03
     114.311,   -1.080e-03,   -4.113e-03
     116.428,    1.148e-03,   -7.105e-03
     118.544,   -1.911e-03,   -2.519e-03
     120.661,   -8.120e-04,    2.164e-03
     122.778,    7.269e-03,    1.299e-03
     124.895,    1.877e-02,   -3.745e-04
     127.012,    4.305e-02,   -4.988e-03
     129.129,    1.558e-01,   -6.670e-03
     131.246,    5.052e-01,    5.497e-03
     133.363,    9.014e-01,    2.103e-02
     135.479,    1.000e+00,    2.450e-02
     137.596,    9.312e-01,    2.294e-02
     139.713,    9.329e-01,    2.192e-02
     141.830,    9.813e-01,    2.178e-02
     143.947,    9.866e-01,    2.381e-02
     146.064,    9.302e-01,    2.946e-02
     148.181,    8.872e-01,    3.500e-02
     150.297,    9.187e-01,    2.926e-02
     152.414,    9.379e-01,    1.816e-02
     154.531,    7.814e-01,    1.228e-02
     156.648,    4.518e-01,    8.181e-03
     158.765,    1.707e-01,    2.181e-03
     160.882,    5.550e-02,   -2.698e-03
     162.999,    2.395e-02,   -2.632e-03
     165.116,    9.564e-03,   -7.781e-04
     167.232,    2.539e-03,   -2.086e-03
     169.349,   -3.302e-04,   -2.939e-03
     171.466,   -1.458e-03,   -1.370e-03
     173.583,   -3.690e-03,   -2.809e-04
     175.700,   -5.904e-03,    5.184e-04
     177.817,   -3.275e-03,    3.577e-04
     179.934,    5.466e-04,    2.755e-04
     182.050,    3.569e-04,    1.318e-03
     184.167,   -9.719e-04,    3.616e-04
     186.284,   -4.240e-04,   -1.925e-03
     188.401,   -1.181e-03,   -2.379e-03
     190.518,   -2.319e-03,   -1.379e-03
     192.635,   -1.659e-03,   -4.400e-04
     194.752,   -2.887e-03,   -1.280e-03
     196.869,   -3.382e-03,   -4.925e-03
     198.985,   -1.619e-03,   -4.774e-03
     201.102,   -1.738e-03,   -5.329e-04
     203.219,   -1.523e-03,    5.003e-06
     205.336,   -1.216e-03,   -6.225e-04
     207.453,   -9.379e-04,    1.189e-03
     209.570,    9.399e-04,    9.946e-04
     211.687,    1.243e-03,   -8.108e-04
     213.803,    1.014e-03,   -3.573e-04
     215.920,    1.477e-03,    2.578e-04
     218.037,    4.650e-04,    5.276e-04
     220.154,   -9.854e-04,    3.762e-04
     222.271,   -1.212e-03,   -3.345e-04
     224.388,   -8.504e-04,   -3.140e-04
     226.505,   -4.460e-04,   -1.144e-04
     228.622,    2.490e-05,   -2.394e-04
     230.738,    5.030e-05,   -1.234e-03
     232.855,    1.251e-04,   -1.621e-03
     234.972,    9.495e-04,   -5.917e-04
     237.089,    3.476e-03,   -2.960e-05
     239.206,    7.488e-03,    5.134e-04
     241.323,    6.456e-03,    1.127e-03
     243.440,    2.134e-03,    2.664e-04
     245.556,    3.105e-03,   -5.976e-04
     247.673,    3.814e-03,   -7.267e-04
     249.790,    1.635e-03,   -7.305e-04
     251.907,    1.989e-03,    4.621e-04
     254.024,    2.945e-03,    1.108e-03
     256.141,    4.311e-03,    2.133e-04
     258.258,    9.091e-03,    5.205e-05
     260.375,    1.430e-02,    7.884e-04
     262.491,    1.434e-02,    1.191e-03
     264.608,    1.062e-02,    8.019e-04
     266.725,    7.472e-03,    3.634e-04
     268.842,    5.019e-03,    5.270e-04
     270.959,    5.601e-03,    5.798e-04
     273.076,    1.123e-02,    3.363e-04
     275.193,    1.676e-02,    9.481e-05
     277.309,    1.893e-02,   -7.534e-05
     279.426,    2.355e-02,    3.209e-04
     281.543,    3.153e-02,    9.833e-04
     283.660,    3.236e-02,    1.300e-03
     285.777,    2.663e-02,    1.308e-03
     287.894,    2.507e-02,    1.030e-03
     290.011,    2.931e-02,    6.080e-04
     292.128,    3.387e-02,    6.684e-04
     294.244,    3.043e-02,    8.350e-04
     296.361,    1.850e-02,    5.305e-04
     298.478,    9.065e-03,    3.787e-04
     300.595,    6.423e-03,    3.097e-04
     302.712,    5.285e-03,    9.940e-05
     304.829,    3.973e-03,    6.858e-05
     306.946,    6.714e-03,    7.744e-04
     309.062,    1.158e-02,    1.436e-03
     311.179,    9.495e-03,    8.372e-04
     313.296,    3.256e-03,    1.581e-04
     315.413,    2.299e-04,    3.944e-05
     317.530,   -5.535e-04,   -3.218e-04
     319.647,   -3.959e-04,   -7.207e-04
     321.764,    2.728e-04,   -6.222e-04
     323.881,    6.031e-04,   -2.869e-04
     325.997,    2.255e-04,   -1.851e-04
     328.114,   -1.615e-04,   -1.360e-04
     330.231,   -3.145e-04,    4.559e-05
     332.348,   -7.103e-04,    4.719e-05
     334.465,   -6.014e-04,   -2.312e-05
     336.582,   -1.307e-04,   -3.624e-05
     338.699,    2.272e-04,    1.927e-05
     340.815,    4.279e-04,   -3.674e-05
     342.932,    2.502e-04,   -2.319e-04
     345.049,    6.166e-04,   -6.626e-04
     347.166,    9.214e-04,   -1.029e-03
     349.283,    1.172e-03,   -9.686e-04
     351.400,    1.627e-03,   -8.005e-04
     353.517,    8.569e-04,   -4.293e-04
     355.633,    2.870e-04,   -2.501e-04
     357.750,    4.812e-04,   -3.998e-04
     359.867,    3.108e-04,   -5.135e-04
     361.984,    1.152e-04,   -4.781e-04
     364.101,   -7.775e-05,   -3.350e-04
     366.218,   -2.247e-04,   -2.565e-05
     368.335,   -2.630e-04,    9.095e-05
     370.452,   -5.176e-04,   -3.515e-04
     372.568,   -8.165e-04,   -4.713e-04
     374.685,   -8.465e-04,   -1.111e-04
     376.802,   -5.557e-04,    2.207e-04
     378.919,   -3.550e-04,    5.288e-04
     381.036,   -5.168e-04,    5.450e-04
     383.153,   -6.069e-04,    1.857e-04
     385.270,   -3.540e-04,   -2.264e-04
     387.386,   -1.242e-04,   -2.494e-04
     389.503,   -9.251e-06,   -9.572e-05
     391.620,    7.590e-05,   -8.556e-05
     393.737,   -4.551e-05,    1.145e-04
     395.854,   -1.092e-04,    3.656e-04
     397.971,    9.659e-05,    2.453e-04
