       2.117,    3.708e+01,   -1.636e+02
       4.234,    4.927e+01,   -8.311e+01
       6.351,    4.900e+01,   -2.855e+01
       8.467,    4.310e+01,   -1.636e+01
      10.584,    4.071e+01,   -1.719e+01
      12.701,    2.880e+01,   -7.730e+00
      14.818,    9.922e+00,   -1.003e-01
      16.935,    6.704e-01,   -6.547e-01
      19.052,   -2.280e-01,   -1.653e+00
      21.169,    6.580e-01,   -4.099e-01
      23.286,    1.217e+00,    4.765e-01
      25.402,    8.992e-01,   -2.718e-01
      27.519,    1.003e+00,   -1.306e+00
      29.636,    1.340e+00,   -1.497e+00
      31.753,    9.416e-01,   -1.159e+00
      33.870,   -1.819e-01,   -7.359e-01
      35.987,   -9.209e-01,   -5.042e-01
      38.104,   -5.712e-01,   -2.953e-01
      40.220,    1.941e-01,   -1.643e-01
      42.337,    4.256e-01,   -1.765e-01
      44.454,    9.236e-02,   -1.766e-01
      46.571,   -6.515e-02,   -1.954e-01
      48.688,   -8.428e-02,   -2.678e-02
      50.805,    2.593e-03,    2.821e-01
      52.922,    3.080e-01,    3.381e-01
      55.039,    2.753e-01,    3.113e-01
      57.155,    3.187e-02,    1.613e-01
      59.272,    6.975e-02,   -7.630e-02
      61.389,    1.259e-01,   -9.928e-03
      63.506,    1.444e-02,    1.170e-01
      65.623,   -1.255e-01,    4.914e-02
      67.740,   -2.209e-01,   -5.239e-02
      69.857,   -1.115e-01,   -8.506e-02
      71.973,    2.500e-02,   -4.916e-02
      74.090,   -7.085e-02,    2.630e-02
      76.207,   -1.850e-01,    5.304e-02
      78.324,   -1.311e-01,    2.535e-02
      80.441,   -2.633e-02,   -1.641e-02
      82.558,   -2.878e-02,   -5.839e-02
      84.675,   -5.048e-02,   -3.879e-02
      86.792,    1.803e-02,    5.534e-03
      88.908,    6.572e-02,   -1.454e-02
      91.025,    1.740e-02,   -3.893e-02
      93.142,   -4.092e-02,   -6.842e-03
      95.259,   -1.355e-02,    2.589e-02
      97.376,    9.980e-02,    6.178e-02
      99.493,    1.160e-01,    7.022e-02
     101.610,    1.295e-02,    1.768e-02
     103.726,    1.148e-02,   -1.889e-02
     105.843,    5.048e-02,   -2.498e-02
     107.960,    1.758e-02,   -2.161e-02
     110.077,   -1.012e-03,   -2.078e-02
     112.194,   -3.011e-03,   -1.056e-02
     114.311,   -2.403e-02,    1.269e-02
     116.428,   -2.400e-02,    2.013e-02
     118.544,    3.300e-03,    6.190e-03
     120.661,    5.226e-03,   -1.361e-02
     122.778,   -1.819e-02,   -2.422e-02
     124.895,   -2.532e-02,   -2.241e-02
     127.012,   -1.042e-02,   -1.626e-02
     129.129,    1.223e-02,   -1.594e-02
     131.246,    2.260e-02,   -6.451e-03
     133.363,    2.047e-02,    5.918e-03
     135.479,    1.743e-02,   -6.674e-03
     137.596,    8.630e-03,   -2.381e-02
     139.713,   -4.240e-04,   -2.738e-02
     141.830,   -3.155e-03,   -2.694e-02
     143.947,   -3.360e-03,   -1.441e-02
     146.064,   -1.205e-03,   -4.657e-03
     148.181,    1.890e-02,   -5.978e-03
     150.297,    4.395e-02,   -1.284e-02
     152.414,    4.441e-02,   -4.027e-02
     154.531,    3.385e-02,   -3.345e-02
     156.648,    1.624e-02,   -4.386e-03
     158.765,   -9.203e-04,   -1.284e-02
     160.882,    9.919e-04,   -1.423e-02
     162.999,    1.418e-03,   -4.777e-04
     165.116,   -6.185e-04,    3.209e-03
     167.232,    6.593e-03,   -3.320e-05
     169.349,    4.889e-03,   -2.688e-03
     171.466,   -4.928e-03,   -2.765e-03
     173.583,   -1.705e-03,   -2.957e-05
     175.700,    1.162e-02,    4.274e-04
     177.817,    1.005e-02,   -4.196e-03
     179.934,    2.185e-03,   -6.518e-03
     182.050,    1.403e-02,   -5.272e-03
     184.167,    2.963e-02,    2.146e-03
     186.284,    4.135e-02,    6.022e-03
     188.401,    7.409e-02,    1.374e-03
     190.518,    1.449e-01,    4.842e-03
     192.635,    3.476e-01,    7.831e-03
     194.752,    6.749e-01,    5.589e-03
     196.869,    9.104e-01,    1.427e-02
     198.985,    9.968e-01,    1.623e-02
     201.102,    9.838e-01,    5.482e-03
     203.219,    8.868e-01,    2.207e-04
     205.336,    8.361e-01,    1.903e-03
     207.453,    9.293e-01,    8.639e-03
     209.570,    1.000e+00,    1.332e-02
